date,price
2022-11-18,25000
2022-11-21,25000
2022-11-22,25000
2022-11-23,32000
2022-11-24,32000
2022-11-25,32000
2022-11-28,32000
2022-11-29,32000
2022-12-05,32000
2022-12-08,32000
2022-12-13,32000
2022-12-14,32000
2022-12-19,32000
2022-12-20,32000
2022-12-23,32000
2022-12-26,32000
2022-12-27,32000
2023-01-03,32000
2023-01-09,32000
2023-01-10,35000
2023-01-16,45000
2023-01-17,45000
2023-01-30,45000
2023-01-31,45000
2023-02-01,45000
2023-02-02,45000
2023-02-03,45000
2023-02-06,45000
2023-02-07,45000
2023-02-08,45000
2023-02-09,45000
2023-02-10,45000
2023-02-13,45000
2023-02-14,45000
2023-02-15,45000
2023-02-17,25000
2023-02-20,25000
2023-02-21,25000
2023-02-22,25000
2023-02-24,25000
2023-02-27,25000
2023-02-28,25000
2023-03-01,25000
2023-03-03,27000
2023-03-07,27000
2023-03-08,27000
2023-03-09,27000
2023-03-10,27000
2023-03-13,27000
2023-03-15,27000
2023-03-16,27000
2023-03-17,27000
2023-03-20,27000
2023-03-21,27000
2023-03-22,27000
2023-03-23,27000
2023-03-24,27000
2023-03-27,27000
2023-03-28,27000
2023-03-29,27000
2023-03-30,30000
2023-03-31,30000
2023-04-03,30000
2023-04-05,30000
2023-04-06,30000
2023-04-07,30000
2023-04-10,25000
2023-04-11,25000
2023-04-12,25000
2023-04-13,25000
2023-04-14,25000
2023-04-17,25000
2023-04-18,25000
2023-04-19,25000
2023-04-20,25000
2023-04-21,25000
2023-04-24,25000
2023-04-25,25000
2023-04-26,25000
2023-04-27,25000
2023-05-04,25000
2023-05-05,25000
2023-05-08,25000
2023-05-10,25000
2023-05-11,25000
2023-05-12,25000
2023-05-15,25000
2023-05-19,25000
2023-05-22,25000
2023-05-23,25000
2023-05-24,25000
2023-05-25,25000
2023-05-26,25000
2023-05-29,25000
2023-05-30,25000
2023-06-01,25000
2023-06-02,25000
2023-06-05,25000
2023-06-06,25000
2023-06-07,25000
2023-06-08,25000
2023-06-09,25000
2023-06-12,25000
2023-06-13,25000
